Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	lymphoid follicle	definition	.
ERROR	duplicate_definition	muscle of iris	definition	.
ERROR	duplicate_definition	gastric juice	definition	.
ERROR	duplicate_definition	olfactory bulb layer	definition	.
ERROR	duplicate_definition	salivatory nucleus	definition	.
ERROR	duplicate_definition	kidney rudiment	definition	.
ERROR	duplicate_definition	mesonephric smooth muscle tissue	definition	.
ERROR	duplicate_definition	extraembryonic mesoderm	definition	.
ERROR	duplicate_definition	hair root sheath	definition	.
ERROR	duplicate_definition	mesonephric glomerular capillary	definition	.
ERROR	duplicate_definition	premacula segment of distal straight tubule	definition	.
ERROR	duplicate_definition	distal straight tubule postmacula segment	definition	.
ERROR	duplicate_definition	early pharyngeal endoderm	definition	.
ERROR	duplicate_definition	substratum of layer of retina	definition	.
ERROR	duplicate_definition	layer of sclera	definition	.
ERROR	duplicate_definition	metanephros induced blastemal cells	definition	.
ERROR	duplicate_definition	differentiated genital tubercle	definition	.
ERROR	duplicate_definition	transitively anteriorly connected to	definition	.
ERROR	duplicate_definition	transitively distally connected to	definition	.
ERROR	duplicate_definition	transitively proximally connected to	definition	.
ERROR	multiple_equivalent_classes	tongue muscle	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid31158
ERROR	multiple_equivalent_classes	tongue muscle	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid31162
ERROR	multiple_equivalent_classes	trunk or cervical vertebra	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid45633
ERROR	multiple_equivalent_classes	trunk or cervical vertebra	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid45637
ERROR	multiple_equivalent_classes	cervical vertebra endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59683
ERROR	multiple_equivalent_classes	cervical vertebra endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59687
ERROR	multiple_equivalent_classes	thoracic vertebra endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59695
ERROR	multiple_equivalent_classes	thoracic vertebra endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59699
ERROR	multiple_equivalent_classes	forelimb endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59715
ERROR	multiple_equivalent_classes	forelimb endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59719
ERROR	multiple_equivalent_classes	hindlimb endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59726
ERROR	multiple_equivalent_classes	hindlimb endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59730
ERROR	multiple_equivalent_classes	manual digit phalanx endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59746
ERROR	multiple_equivalent_classes	manual digit phalanx endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59750
ERROR	multiple_equivalent_classes	pedal digit phalanx endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59760
ERROR	multiple_equivalent_classes	pedal digit phalanx endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59764
ERROR	multiple_equivalent_classes	pedal digit metatarsal endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59774
ERROR	multiple_equivalent_classes	pedal digit metatarsal endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59778
ERROR	multiple_equivalent_classes	manual digit metacarpus endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59787
ERROR	multiple_equivalent_classes	manual digit metacarpus endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59791
ERROR	multiple_equivalent_classes	carpus endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59800
ERROR	multiple_equivalent_classes	carpus endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59804
ERROR	multiple_equivalent_classes	tarsus endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59812
ERROR	multiple_equivalent_classes	tarsus endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59816
ERROR	multiple_equivalent_classes	limb endochondral element	owl:equivalentClass	0d7b165a-8087-4671-be24-5cb37f58a532genid59865
