Level	Rule Name	Subject	Property	Value
WARN	missing_definition	amnioserosal cell	definition	
WARN	missing_definition	blastemal cell	definition	
WARN	missing_definition	hair matrix stem cell	definition	
WARN	missing_definition	stratified epithelial stem cell	definition	
WARN	missing_definition	sheath cell (sensu Nematoda)	definition	
WARN	missing_definition	histoblast	definition	
WARN	missing_definition	humidity receptor cell	definition	
WARN	missing_definition	tracheoblast	definition	
WARN	missing_definition	support cell (sensu Nematoda and Protostomia)	definition	
WARN	missing_definition	sensory processing neuron	definition	
WARN	missing_definition	neurosecretory neuron	definition	
WARN	missing_definition	scolopale cell	definition	
WARN	missing_definition	nephrogenic mesenchyme stem cell	definition	
WARN	missing_definition	ligament cell	definition	
WARN	missing_definition	prohemocyte (sensu Nematoda and Protostomia)	definition	
WARN	missing_definition	attachment cell	definition	
WARN	missing_definition	hemocyte (sensu Arthropoda)	definition	
WARN	missing_definition	socket cell (sensu Nematoda)	definition	
WARN	missing_definition	blood cell (sensu Nematoda and Protostomia)	definition	
WARN	missing_definition	crystal cell	definition	
WARN	missing_definition	plasmatocyte	definition	
WARN	missing_definition	procrystal cell	definition	
WARN	missing_definition	lamellocyte	definition	
WARN	missing_definition	ganglion interneuron	definition	
WARN	missing_definition	polygonal cell	definition	
WARN	missing_definition	macrophage (sensu Diptera)	definition	
WARN	missing_definition	CNS interneuron	definition	
WARN	missing_definition	neuroepidermoblast	definition	
WARN	missing_definition	CNS short range interneuron	definition	
WARN	missing_definition	scolopidial ligament cell	definition	
WARN	missing_definition	male gamete	definition	
WARN	missing_definition	scolopidial sheath cell	definition	
WARN	missing_definition	CNS long range interneuron	definition	
WARN	missing_definition	polytene cell	definition	
WARN	missing_definition	endopolyploid cell	definition	
WARN	missing_definition	syncytial epithelial cell	definition	
WARN	missing_definition	tip cell	definition	
WARN	missing_definition	yolk cell	definition	
WARN	missing_definition	imaginal disc cell	definition	
WARN	missing_definition	alkali secreting cell	definition	
WARN	missing_definition	vaginal lubricant secreting cell	definition	
WARN	missing_definition	follicle stem cell	definition	
WARN	missing_definition	calcitonin secreting cell	definition	
WARN	missing_definition	apoptosis fated cell	definition	
WARN	missing_definition	carbohydrate secreting cell	definition	
WARN	missing_definition	thyroid hormone secreting cell	definition	
WARN	missing_definition	mineralocorticoid secreting cell	definition	
WARN	missing_definition	biogenic amine secreting cell	definition	
WARN	missing_definition	glucocorticoid secreting cell	definition	
WARN	missing_definition	adepithelial cell	definition	
WARN	missing_definition	cardioblast (sensu Arthropoda)	definition	
WARN	missing_definition	neuroglioblast (sensu Nematoda and Protostomia)	definition	
WARN	missing_definition	digestive enzyme secreting cell	definition	
WARN	missing_definition	scotopic photoreceptor cell	definition	
WARN	missing_definition	photopic photoreceptor cell	definition	
WARN	missing_definition	follicular epithelial cell	definition	
WARN	missing_definition	prokaryotic cell	definition	
WARN	missing_definition	fungal cell	definition	
WARN	missing_definition	pigmented epithelial cell	definition	
WARN	missing_definition	primary neuron	definition	
WARN	missing_definition	primary sensory neuron	definition	
WARN	missing_definition	CAP motoneuron	definition	
WARN	missing_definition	primary motor neuron	definition	
WARN	missing_definition	primary interneuron	definition	
WARN	missing_definition	secondary neuron	definition	
WARN	missing_definition	secondary motor neuron	definition	
WARN	missing_definition	slowly adapting mechanoreceptor cell	definition	
WARN	missing_definition	animal cell	definition	
WARN	missing_definition	unimodal nocireceptor	definition	
WARN	missing_definition	neuronal brush cell	definition	
WARN	missing_definition	polymodal nocireceptor	definition	
WARN	missing_definition	border follicle cell	definition	
WARN	missing_definition	eosinophil progenitor cell	definition	
WARN	missing_definition	sheath cell	definition	
WARN	missing_definition	support cell (sensu Nematoda)	definition	
WARN	missing_definition	Mueller cell	definition	
WARN	missing_definition	distal tip cell (sensu Nematoda)	definition	
WARN	missing_definition	neuroglioblast (sensu Nematoda)	definition	
WARN	missing_definition	valve cell	definition	
WARN	missing_definition	closable valve cell	definition	
WARN	missing_definition	permanently open valve cell	definition	
WARN	missing_definition	fenestrated cell	definition	
WARN	missing_definition	centripetally migrating follicle cell	definition	
WARN	missing_definition	Kenyon cell	definition	
WARN	missing_definition	interfollicle cell	definition	
WARN	missing_definition	cap cell	definition	
WARN	missing_definition	commissural neuron	definition	
WARN	missing_definition	glutamatergic neuron	definition	
WARN	missing_definition	littoral cell of liver	definition	
WARN	missing_definition	R1 photoreceptor cell	definition	
WARN	missing_definition	R2 photoreceptor cell	definition	
WARN	missing_definition	stellate interneuron	definition	
WARN	missing_definition	R3 photoreceptor cell	definition	
WARN	missing_definition	R4 photoreceptor cell	definition	
WARN	missing_definition	R5 photoreceptor cell	definition	
WARN	missing_definition	R6 photoreceptor cell	definition	
WARN	missing_definition	R7 photoreceptor cell	definition	
WARN	missing_definition	R8 photoreceptor cell	definition	
WARN	missing_definition	stratum granulosum cell	definition	
WARN	missing_definition	corona radiata cell	definition	
WARN	missing_definition	embryonic crystal cell	definition	
WARN	missing_definition	lymph gland crystal cell	definition	
WARN	missing_definition	compound eye cone cell	definition	
WARN	missing_definition	posterior cone cell (sensu Endopterygota)	definition	
WARN	missing_definition	anterior cone cell (sensu Endopterygota)	definition	
WARN	missing_definition	equatorial cone cell (sensu Endopterygota)	definition	
WARN	missing_definition	cystoblast	definition	
WARN	missing_definition	nitrogen fixing cell	definition	
WARN	missing_definition	primary pigment cell	definition	
WARN	missing_definition	secondary pigment cell	definition	
WARN	missing_definition	tertiary pigment cell	definition	
WARN	missing_definition	amoeboid cell	definition	
WARN	missing_definition	lymph gland plasmatocyte	definition	
WARN	missing_definition	embryonic gland plasmatocyte	definition	
WARN	missing_definition	lymph gland hemocyte	definition	
WARN	missing_definition	embryonic gland hemocyte	definition	
WARN	missing_definition	CD34-positive, CD38-positive common myeloid progenitor OR CD34-positive, CD38-positive common lymphoid progenitor	definition	
WARN	missing_definition	CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor	definition	
WARN	missing_definition	CD115-positive monocyte OR common dendritic progenitor	definition	
WARN	missing_definition	CD117-positive common myeloid progenitor OR CD217-positive common lymphoid progenitor	definition	
WARN	missing_definition	visual pigment cell (sensu Nematoda and Protostomia)	definition	
WARN	missing_definition	fibroblast of dermis	definition	
WARN	missing_definition	fibroblast of gingiva	definition	
WARN	missing_definition	omentum preadipocyte	definition	
WARN	missing_definition	perirenal preadipocyte	definition	
WARN	missing_definition	bronchial smooth muscle cell	definition	
WARN	missing_definition	annulus pulposus cell	definition	
WARN	missing_definition	astrocyte of the hippocampus	definition	
WARN	missing_definition	gingival epithelial cell	definition	
WARN	missing_definition	epithelial cell of upper respiratory tract	definition	
WARN	missing_definition	epithelial cell of lower respiratory tract	definition	
WARN	missing_definition	kidney cortical cell	definition	
WARN	missing_definition	epidermal mucus secreting cell	definition	
WARN	missing_definition	anterior lateral line ganglion neuron	definition	
WARN	missing_definition	visual system neuron	definition	
WARN	missing_definition	inhibitory neuron	definition	
WARN	missing_definition	excitatory neuron	definition	
WARN	missing_definition	cortical interneuron	definition	
WARN	missing_definition	rosehip neuron	definition	
WARN	missing_definition	microcirculation associated smooth muscle cell	definition	
WARN	missing_definition	cardiac blood vessel endothelial cell	definition	
WARN	missing_definition	His-Purkinje system cell	definition	
WARN	missing_definition	cardiac endothelial cell	definition	
WARN	missing_definition	camera-type eye photoreceptor cell	definition	
WARN	missing_definition	cerebellar stellate cell	definition	
WARN	missing_definition	type I pinealocyte	definition	
WARN	missing_definition	type II pinealocyte	definition	
WARN	missing_definition	cardiac glial cell	definition	
WARN	missing_definition	cardiac myoblast	definition	
WARN	missing_definition	cardiac neuron	definition	
WARN	missing_definition	exhausted T cell	definition	
WARN	missing_definition	olfactory ensheathing cell	definition	
WARN	missing_definition	forebrain radial glial cell	definition	
WARN	missing_definition	retrotrapezoid nucleus neuron	definition	
WARN	missing_definition	mesonephric nephron tubule epithelial cell	definition	
WARN	missing_definition	forebrain neuroblast	definition	
WARN	missing_definition	lateral line nerve glial cell	definition	
WARN	missing_definition	spinal cord radial glial cell	definition	
WARN	missing_definition	stretch receptor cell	definition	
WARN	missing_definition	stratified keratinized epithelial stem cell	definition	
WARN	missing_definition	stratified non keratinized epithelial stem cell	definition	
WARN	missing_definition	pronephric nephron tubule epithelial cell	definition	
WARN	missing_definition	metanephric nephron tubule epithelial cell	definition	
WARN	missing_definition	lung goblet cell	definition	
WARN	missing_definition	heart valve cell	definition	
WARN	missing_definition	malpighian tubule tip cell	definition	
WARN	missing_definition	growth plate cartilage chondrocyte	definition	
WARN	missing_definition	stomach neuroendocrine cell	definition	
WARN	missing_definition	lung neuroendocrine cell	definition	
WARN	missing_definition	posterior lateral line nerve glial cell	definition	
WARN	missing_definition	anterior lateral line nerve glial cell	definition	
WARN	missing_definition	posterior lateral line ganglion neuron	definition	
WARN	missing_definition	lung ciliated cell	definition	
WARN	missing_definition	lung secretory cell	definition	
WARN	missing_definition	trophectodermal cell	definition	
WARN	missing_definition	kidney cell	definition	
WARN	missing_definition	kidney interstitial cell	definition	
WARN	missing_definition	kidney medulla cell	definition	
WARN	missing_definition	kidney pelvis cell	definition	
WARN	missing_definition	kidney tubule cell	definition	
WARN	missing_definition	kidney glomerular epithelial cell	definition	
WARN	missing_definition	kidney medulla collecting duct epithelial cell	definition	
WARN	missing_definition	kidney inner medulla collecting duct epithelial cell	definition	
WARN	missing_definition	kidney outer medulla collecting duct epithelial cell	definition	
WARN	missing_definition	kidney cortex collecting duct epithelial cell	definition	
WARN	missing_definition	kidney papillary duct principal epithelial cell	definition	
WARN	missing_definition	inner renal cortex cell	definition	
WARN	missing_definition	papillary tips cell	definition	
WARN	missing_definition	lower urinary tract cell	definition	
WARN	missing_definition	ureteral cell	definition	
WARN	missing_definition	kidney nerve cell	definition	
WARN	missing_definition	kidney corpuscule cell	definition	
WARN	missing_definition	kidney cortex tubule cell	definition	
WARN	missing_definition	kidney outer medulla cell	definition	
WARN	missing_definition	kidney inner medulla cell	definition	
WARN	missing_definition	juxtaglomerular complex cell	definition	
WARN	missing_definition	kidney cortex interstitial cell	definition	
WARN	missing_definition	kidney medulla interstitial cell	definition	
WARN	missing_definition	kidney interstitial myofibroblast	definition	
WARN	missing_definition	kidney interstitial fibroblast	definition	
WARN	missing_definition	kidney interstitial fibrocyte	definition	
WARN	missing_definition	kidney interstitial alternatively activated macrophage	definition	
WARN	missing_definition	kidney interstitial inflammatory macrophage	definition	
WARN	missing_definition	kidney interstitial suppressor macrophage	definition	
WARN	missing_definition	kidney resident macrophage	definition	
WARN	missing_definition	kidney resident dendritic cell	definition	
WARN	missing_definition	kidney pelvis smooth muscle cell	definition	
WARN	missing_definition	kidney pelvis urothelial cell	definition	
WARN	missing_definition	ureter urothelial cell	definition	
WARN	missing_definition	ureter adventitial cell	definition	
WARN	missing_definition	kidney cortex collecting duct principal cell	definition	
WARN	missing_definition	kidney cortex collecting duct intercalated cell	definition	
WARN	missing_definition	kidney outer medulla collecting duct principal cell	definition	
WARN	missing_definition	kidney outer medulla collecting duct intercalated cell	definition	
WARN	missing_definition	kidney inner medulla collecting duct principal cell	definition	
WARN	missing_definition	kidney inner medulla collecting duct intercalated cell	definition	
WARN	missing_definition	kidney papillary duct intercalated cell	definition	
WARN	missing_definition	kidney papillary duct principal cell	definition	
WARN	missing_definition	glomerular cell	definition	
WARN	missing_definition	kidney connecting tubule epithelial cell	definition	
WARN	missing_definition	kidney inner medulla interstitial cell	definition	
WARN	missing_definition	kidney outer medulla interstitial cell	definition	
WARN	missing_definition	kidney proximal convoluted tubule epithelial cell	definition	
WARN	missing_definition	kidney proximal straight tubule epithelial cell	definition	
WARN	missing_definition	kidney distal convoluted tubule epithelial cell	definition	
WARN	missing_definition	macula densa epithelial cell	definition	
WARN	missing_definition	kidney blood vessel cell	definition	
WARN	missing_definition	kidney arterial blood vessel cell	definition	
WARN	missing_definition	kidney capillary endothelial cell	definition	
WARN	missing_definition	kidney venous blood vessel cell	definition	
WARN	missing_definition	kidney loop of Henle epithelial cell	definition	
WARN	missing_definition	ureter smooth muscle cell	definition	
WARN	missing_definition	glomerular capillary endothelial cell	definition	
WARN	missing_definition	kidney afferent arteriole cell	definition	
WARN	missing_definition	kidney efferent arteriole cell	definition	
WARN	missing_definition	kidney loop of Henle ascending limb epithelial cell	definition	
WARN	missing_definition	kidney loop of Henle descending limb epithelial cell	definition	
WARN	missing_definition	peritubular capillary endothelial cell	definition	
WARN	missing_definition	vasa recta cell	definition	
WARN	missing_definition	kidney cortex artery cell	definition	
WARN	missing_definition	kidney cortex vein cell	definition	
WARN	missing_definition	kidney artery smooth muscle cell	definition	
WARN	missing_definition	kidney arteriole smooth muscle cell	definition	
WARN	missing_definition	kidney venous system smooth muscle cell	definition	
WARN	missing_definition	kidney afferent arteriole endothelial cell	definition	
WARN	missing_definition	kidney afferent arteriole smooth muscle cell	definition	
WARN	missing_definition	kidney efferent arteriole endothelial cell	definition	
WARN	missing_definition	kidney efferent arteriole smooth muscle cell	definition	
WARN	missing_definition	kidney loop of Henle thick ascending limb epithelial cell	definition	
WARN	missing_definition	kidney loop of Henle thin ascending limb epithelial cell	definition	
WARN	missing_definition	kidney loop of Henle medullary thick ascending limb epithelial cell	definition	
WARN	missing_definition	kidney loop of Henle cortical thick ascending limb epithelial cell	definition	
WARN	missing_definition	kidney loop of Henle thin descending limb epithelial cell	definition	
WARN	missing_definition	kidney outer medulla peritubular capillary cell	definition	
WARN	missing_definition	kidney cortex peritubular capillary cell	definition	
WARN	missing_definition	inner renal medulla vasa recta cell	definition	
WARN	missing_definition	outer renal medulla vasa recta cell	definition	
WARN	missing_definition	vasa recta ascending limb cell	definition	
WARN	missing_definition	arcuate artery cell	definition	
WARN	missing_definition	interlobular artery cell	definition	
WARN	missing_definition	arcuate vein cell	definition	
WARN	missing_definition	interlobular vein cell	definition	
WARN	missing_definition	inner medulla vasa recta ascending limb cell	definition	
WARN	missing_definition	outer medulla vasa recta ascending limb cell	definition	
WARN	missing_definition	arcuate artery endothelial cell	definition	
WARN	missing_definition	arcuate artery smooth muscle cell	definition	
WARN	missing_definition	interlobulary artery endothelial cell	definition	
WARN	missing_definition	interlobulary artery smooth muscle cell	definition	
WARN	missing_definition	arcuate vein endothelial cell	definition	
WARN	missing_definition	arcuate vein smooth muscle cell	definition	
WARN	missing_definition	interlobulary vein endothelial cell	definition	
WARN	missing_definition	interlobulary vein smooth muscle cell	definition	
WARN	missing_definition	kidney collecting duct cell	definition	
WARN	missing_definition	vasa recta descending limb cell	definition	
WARN	missing_definition	inner medulla vasa recta descending limb cell	definition	
WARN	missing_definition	outer medulla vasa recta descending limb cell	definition	
WARN	missing_definition	renal interstitial pericyte	definition	
WARN	missing_definition	bladder cell	definition	
WARN	missing_definition	urethra cell	definition	
WARN	missing_definition	bladder urothelial cell	definition	
WARN	missing_definition	urethra urothelial cell	definition	
WARN	missing_definition	kidney collecting duct principal cell	definition	
WARN	missing_definition	kidney collecting duct intercalated cell	definition	
WARN	missing_definition	lung endothelial cell	definition	
WARN	missing_definition	pulmonary artery endothelial cell	definition	
WARN	missing_definition	alobate nucleus	definition	
WARN	missing_definition	definition	definition	
WARN	missing_definition	expand expression to	definition	
WARN	missing_definition	preferred_root	definition	
WARN	missing_definition	term replaced by	definition	
WARN	missing_definition	has_completed	definition	
WARN	missing_definition	has_not_completed	definition	
WARN	missing_definition	lacks_part	definition	
WARN	missing_definition	lacks_plasma_membrane_part	definition	
WARN	missing_definition	preferred term when talking about an instance of this class in Homo sapiens	definition	
WARN	missing_definition	latin term	definition	
WARN	missing_definition	plural term	definition	
WARN	missing_definition	immediate_transformation_of	definition	
WARN	missing_definition	subset_property	definition	
WARN	missing_definition	synonym_type_property	definition	
WARN	missing_definition	consider	definition	
WARN	missing_definition	has_alternative_id	definition	
WARN	missing_definition	has_broad_synonym	definition	
WARN	missing_definition	database_cross_reference	definition	
WARN	missing_definition	has_exact_synonym	definition	
WARN	missing_definition	has_narrow_synonym	definition	
WARN	missing_definition	has_obo_namespace	definition	
WARN	missing_definition	has_related_synonym	definition	
WARN	missing_definition	has_synonym_type	definition	
WARN	missing_definition	in_subset	definition	
WARN	missing_definition	shorthand	definition	
WARN	missing_definition	sst	definition	
WARN	missing_definition	pvalb	definition	
WARN	missing_definition	vip	definition	
WARN	missing_definition	sncg	definition	
WARN	missing_definition	Lamp5	definition	
WARN	invalid_xref	intrafusal muscle fiber	database_cross_reference	H3.03.00.0.00012
WARN	invalid_xref	Lamp5 GABAergic cortical interneuron	database_cross_reference	<xref (ILX:0770149)>
INFO	lowercase_definition	sncg GABAergic cortical interneuron	definition	<xref:(ILX:0770150)>
INFO	missing_superclass	spermatogonium	rdfs:subClassOf	
INFO	missing_superclass	multi fate stem cell	rdfs:subClassOf	
INFO	missing_superclass	ciliated cell	rdfs:subClassOf	
INFO	missing_superclass	ciliated epithelial cell	rdfs:subClassOf	
INFO	missing_superclass	circulating cell	rdfs:subClassOf	
INFO	missing_superclass	cholinergic neuron	rdfs:subClassOf	
INFO	missing_superclass	secretory cell	rdfs:subClassOf	
INFO	missing_superclass	protein secreting cell	rdfs:subClassOf	
INFO	missing_superclass	peptide hormone secreting cell	rdfs:subClassOf	
INFO	missing_superclass	insulin secreting cell	rdfs:subClassOf	
INFO	missing_superclass	glucagon secreting cell	rdfs:subClassOf	
INFO	missing_superclass	somatostatin secreting cell	rdfs:subClassOf	
INFO	missing_superclass	steroid hormone secreting cell	rdfs:subClassOf	
INFO	missing_superclass	ecdysteroid secreting cell	rdfs:subClassOf	
INFO	missing_superclass	testosterone secreting cell	rdfs:subClassOf	
INFO	missing_superclass	progesterone secreting cell	rdfs:subClassOf	
INFO	missing_superclass	estradiol secreting cell	rdfs:subClassOf	
INFO	missing_superclass	cell of skeletal muscle	rdfs:subClassOf	
INFO	missing_superclass	cardiac muscle cell (sensu Arthopoda)	rdfs:subClassOf	
INFO	missing_superclass	mechanoreceptor cell	rdfs:subClassOf	
INFO	missing_superclass	touch receptor cell	rdfs:subClassOf	
INFO	missing_superclass	gravity sensitive cell	rdfs:subClassOf	
INFO	missing_superclass	thermoreceptor cell	rdfs:subClassOf	
INFO	missing_superclass	chemoreceptor cell	rdfs:subClassOf	
INFO	missing_superclass	motile cell	rdfs:subClassOf	
INFO	missing_superclass	anucleate cell	rdfs:subClassOf	
INFO	missing_superclass	single nucleate cell	rdfs:subClassOf	
INFO	missing_superclass	binucleate cell	rdfs:subClassOf	
INFO	missing_superclass	multinucleate cell	rdfs:subClassOf	
INFO	missing_superclass	eukaryotic cell	rdfs:subClassOf	
INFO	missing_superclass	somatotropin secreting cell	rdfs:subClassOf	
INFO	missing_superclass	oxygen accumulating cell	rdfs:subClassOf	
INFO	missing_superclass	amnioserosal cell	rdfs:subClassOf	
INFO	missing_superclass	haploid cell	rdfs:subClassOf	
INFO	missing_superclass	luteinizing hormone secreting cell	rdfs:subClassOf	
INFO	missing_superclass	prolactin secreting cell	rdfs:subClassOf	
INFO	missing_superclass	melanocyte stimulating hormone secreting cell	rdfs:subClassOf	
INFO	missing_superclass	calcitonin secreting cell	rdfs:subClassOf	
INFO	missing_superclass	obliquely striated muscle cell	rdfs:subClassOf	
INFO	missing_superclass	mineralocorticoid secreting cell	rdfs:subClassOf	
INFO	missing_superclass	glucocorticoid secreting cell	rdfs:subClassOf	
INFO	missing_superclass	adrenocorticotropic hormone secreting cell	rdfs:subClassOf	
INFO	missing_superclass	juvenile hormone secreting cell	rdfs:subClassOf	
INFO	missing_superclass	primary sensory neuron	rdfs:subClassOf	
INFO	missing_superclass	secondary motor neuron	rdfs:subClassOf	
INFO	missing_superclass	cardiac mesenchymal cell	rdfs:subClassOf	
INFO	missing_superclass	androgen secreting cell	rdfs:subClassOf	
INFO	missing_superclass	ciliated olfactory receptor neuron	rdfs:subClassOf	
INFO	missing_superclass	slow muscle myoblast	rdfs:subClassOf	
INFO	missing_superclass	fast muscle myoblast	rdfs:subClassOf	
INFO	missing_superclass	CD8-positive, alpha-beta memory T cell	rdfs:subClassOf	
INFO	missing_superclass	pre-natural killer cell	rdfs:subClassOf	
INFO	missing_superclass	CD16-negative, CD56-bright natural killer cell, human	rdfs:subClassOf	
INFO	missing_superclass	CD16-positive, CD56-dim natural killer cell, human	rdfs:subClassOf	
INFO	missing_superclass	cortical granule cell	rdfs:subClassOf	
INFO	missing_superclass	hippocampal granule cell	rdfs:subClassOf	
INFO	missing_superclass	innate lymphoid cell	rdfs:subClassOf	
INFO	missing_superclass	group 1 innate lymphoid cell	rdfs:subClassOf	
INFO	missing_superclass	ILC1	rdfs:subClassOf	
INFO	missing_superclass	group 2 innate lymphoid cell	rdfs:subClassOf	
INFO	missing_superclass	group 3 innate lymphoid cell	rdfs:subClassOf	
INFO	missing_superclass	CD34-negative, CD56-positive, CD117-positive innate lymphoid cell, human	rdfs:subClassOf	
INFO	missing_superclass	CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human	rdfs:subClassOf	
INFO	missing_superclass	KLRG1-positive innate lymphoid cell, human	rdfs:subClassOf	
INFO	missing_superclass	NKp46-positive innate lymphoid cell, human	rdfs:subClassOf	
INFO	missing_superclass	ILC1, human	rdfs:subClassOf	
INFO	missing_superclass	group 3 innate lymphoid cell, human	rdfs:subClassOf	
INFO	missing_superclass	NKp44-positive group 3 innate lymphoid cell, human	rdfs:subClassOf	
INFO	missing_superclass	NKp44-negative group 3 innate lymphoid cell, human	rdfs:subClassOf	
INFO	missing_superclass	group 2 innate lymphoid cell, human	rdfs:subClassOf	
INFO	missing_superclass	immature innate lymphoid cell	rdfs:subClassOf	
INFO	missing_superclass	type I pneumocyte	rdfs:subClassOf	
INFO	missing_superclass	type II pneumocyte	rdfs:subClassOf	
INFO	missing_superclass	type A enteroendocrine cell	rdfs:subClassOf	
INFO	missing_superclass	brush cell of trachebronchial tree	rdfs:subClassOf	
INFO	missing_superclass	group 2 innate lymphoid cell, mouse	rdfs:subClassOf	
INFO	missing_superclass	stromal cell of ovary	rdfs:subClassOf	
INFO	missing_superclass	dental pulp cell	rdfs:subClassOf	
INFO	missing_superclass	oxyphil cell of thyroid	rdfs:subClassOf	
INFO	missing_superclass	brush cell of lobular bronchiole	rdfs:subClassOf	
INFO	missing_superclass	basal cell of prostatic acinus	rdfs:subClassOf	
INFO	missing_superclass	luminal cell of prostatic acinus	rdfs:subClassOf	
INFO	missing_superclass	basal epithelial cell of prostatic duct	rdfs:subClassOf	
INFO	missing_superclass	luminal epithelial cell of prostatic duct	rdfs:subClassOf	
INFO	missing_superclass	nucleate cell	rdfs:subClassOf	
INFO	missing_superclass	endothelial cell of sinusoid	rdfs:subClassOf	
INFO	missing_superclass	pancreatic PP cell	rdfs:subClassOf	
INFO	missing_superclass	supporting cell of cochlea	rdfs:subClassOf	
INFO	missing_superclass	supporting cell of vestibular epithelium	rdfs:subClassOf	
INFO	missing_superclass	decidual natural killer cell, human	rdfs:subClassOf	
INFO	missing_superclass	CD56-negative, CD161-positive immature natural killer cell, human	rdfs:subClassOf	
